From Number,From Name,To Number,To Name,Circuit,Status,Branch Device Type,Xfrmr,MW From ,Mvar From ,MVA From ,Lim MVA,% of MVA Limit (Max),MW Loss,Mvar Loss
53221,FARMINGTON 5 1,53224,FARMINGTON 5 4,1,Closed,Transformer,YES,-11,1.7,11.1,22.5,49.4,0.04,0.81
10041,WINLOCK 1,10757,SILVER CREEK 1 2,1,Closed,Line,NO,-133,-4.3,133.1,271,49.3,0.62,-5.78
40225,PHOENIX 38 1,40267,PHOENIX 58 1,1,Closed,Line,NO,40.2,91.9,100.3,203.3,49.3,0.18,0.73
40708,TEMPE 8 1,40308,TEMPE 2 1,1,Closed,Line,NO,108.5,-32.8,113.4,230,49.3,0.22,0.44
10690,ROOSEVELT 1 1,10691,ROOSEVELT 1 2,1,Closed,Transformer,YES,-59.6,-17.1,62,128.6,49.3,0.13,3.96
10173,BATTLE GROUND 1 2,10935,COUGAR 2 2,1,Closed,Line,NO,-132.6,2.4,132.6,271.4,49.2,0.86,-4.24
10839,TACOMA 21 2,10841,TACOMA 21 4,1,Closed,TransformerWinding,YES,-256.3,-17,256.9,524,49.2,0.14,11.59
40257,PHOENIX 55 1,40213,PHOENIX 29 1,1,Closed,Line,NO,85.6,-24.4,89.1,180.9,49.2,0.21,0.43
30241,HENDERSON 14 2,30245,BOULDER CITY 1 2,1,Closed,Line,NO,-91.5,3.7,91.5,186.9,49.2,0.43,0.29
28036,ANAHEIM 4 2,28129,SANTA ANA 10 3,1,Closed,Line,NO,92.4,84.3,125.1,254.3,49.2,0.24,-0.03
30185,LAS VEGAS 48 1,30380,LAS VEGAS 73 2,1,Closed,Line,NO,-144.4,-53.6,154.1,314.3,49.2,0.43,0.15
20090,WOODLAND 4 1,20401,WOODLAND 5 2,1,Closed,Line,NO,-132,-13.5,132.7,270.5,49.2,0.25,0.49
13272,PORTLAND 17 3,13304,PORTLAND 34 1,3,Closed,Line,NO,-135.9,-31.1,139.4,285.2,49.1,0.41,1.48
13272,PORTLAND 17 3,13304,PORTLAND 34 1,2,Closed,Line,NO,-135.9,-31.1,139.4,285.2,49.1,0.41,1.48
13272,PORTLAND 17 3,13304,PORTLAND 34 1,1,Closed,Line,NO,-135.9,-31.1,139.4,285.2,49.1,0.41,1.48
70130,MOUNTAIN VIEW 6 1,70131,MOUNTAIN VIEW 6 2,1,Closed,Transformer,YES,-48,-6.6,48.5,100.3,49.1,0.13,3.86
21615,LIVERMORE 5 1,21617,LIVERMORE 5 3,1,Closed,Transformer,YES,-282.9,-56.9,288.6,594.4,49.1,0.24,13.94
26076,WHITTIER 9 2,25708,WHITTIER 4 1,1,Closed,Line,NO,123.2,35.5,128.2,261.2,49.1,0.13,0.38
80069,EL PASO 32 2,80068,EL PASO 32 1,1,Closed,Transformer,YES,-86.7,-1.6,86.7,177.8,49,0.11,5.14
50446,HUNTINGTON 2 1,50448,HUNTINGTON 2 3,1,Closed,Transformer,YES,-516.1,-205.1,555.4,1164.1,49,0.43,36.56
26119,MOJAVE 14 1,26122,MOJAVE 14 4,1,Closed,Transformer,YES,-18.4,4,18.9,38.5,48.9,0.03,1.09
25605,LONG BEACH 16 1,25509,LOS ANGELES 61 1,1,Closed,Line,NO,-126,7.1,126.2,258.4,48.9,0.14,0.52
21391,SAN JOSE 2 1,21628,SANTA CLARA 6 2,1,Closed,Line,NO,-115.3,-51,126.1,258.8,48.9,0.28,0.51
40151,PHOENIX 4 2,40150,PHOENIX 4 1,1,Closed,Transformer,YES,-456.4,-138.6,476.9,998.9,48.9,0.52,33.75
28763,DESERT HOT SPRINGS 4 2,28762,DESERT HOT SPRINGS 4 1,1,Closed,Transformer,YES,-715.1,-155.3,731.8,1519,48.9,0.58,42.3
40479,FLORENCE 2 1,40506,KEARNY 1,1,Closed,Line,NO,-87.8,7.6,88.1,181.9,48.9,1.02,3.16
21326,CASTRO VALLEY 2 1,21329,CASTRO VALLEY 2 4,1,Closed,TransformerWinding,YES,316.3,44.8,319.4,654,48.8,0.52,33.5
74331,HAGERMAN 6 1,74332,HAGERMAN 6 2,1,Closed,Transformer,YES,-12.1,-3.3,12.5,26,48.8,0.02,0.6
60338,DENVER 21 2,60279,ARVADA 7 1,1,Closed,Line,NO,89.3,22.1,91.9,188.5,48.8,0.29,0.97
60520,BRIGHTON 5 2,60754,COMMERCE CITY 3 3,1,Closed,Line,NO,-90.8,-16.5,92.3,189.5,48.8,0.08,0.32
40225,PHOENIX 38 1,40222,PHOENIX 35 1,1,Closed,Line,NO,-57.3,-75.3,94.6,195,48.7,0.18,0.42
40110,SURPRISE 6 1,40127,SUN CITY 5 2,3,Closed,Line,NO,-92.6,-42.5,101.9,209.6,48.7,0.15,0.34
40110,SURPRISE 6 1,40127,SUN CITY 5 2,2,Closed,Line,NO,-92.6,-42.5,101.9,209.6,48.7,0.15,0.34
40110,SURPRISE 6 1,40127,SUN CITY 5 2,1,Closed,Line,NO,-92.6,-42.5,101.9,209.6,48.7,0.15,0.34
21759,BIRDS LANDING 6 1,20362,RIO VISTA 2 2,1,Closed,Line,NO,134.7,0.9,134.7,276.3,48.7,0.18,0.66
25985,PASADENA 8 2,25570,LOS ANGELES 74 1,1,Closed,Line,NO,127.8,-0.5,127.8,262.4,48.7,0.18,0.75
25824,OXNARD 9 1,25830,OXNARD 9 7,1,Closed,Transformer,YES,-802.3,-375.8,886,1851.2,48.7,0.4,34.45
25973,LONG BEACH 26 2,25858,LONG BEACH 24 2,1,Closed,Line,NO,120.8,3.5,120.8,248.1,48.7,0.08,0.24
28800,ONTARIO 8 2,28802,ONTARIO 8 4,1,Closed,TransformerWinding,YES,-253.3,-16.1,253.8,521.4,48.7,-0.17,-9.1
60203,DENVER 2 1,60236,BROOMFIELD 2 1,1,Closed,Line,NO,-108.2,-28.4,111.9,230.4,48.7,0.2,0.32
60706,HAYDEN 2 3,60077,HAYDEN 1 1,1,Closed,Line,NO,91.4,-9.9,91.9,188.9,48.7,0.22,0.68
28006,HUNTINGTON BEACH 3 1,28029,HUNTINGTON BEACH 5 1,1,Closed,Line,NO,131.5,10.1,131.9,271.1,48.7,0.5,1.72
13304,PORTLAND 34 1,13318,PORTLAND 38 3,1,Closed,Line,NO,81.4,85,117.7,241.9,48.6,0.21,-0.1
40183,PHOENIX 14 2,40169,GLENDALE 20 1,1,Closed,Line,NO,87.3,17.8,89.1,183.3,48.6,0.08,0.24
10433,BONNEY LAKE 1 2,10432,BONNEY LAKE 1 1,1,Closed,Transformer,YES,-239.3,-52.6,245.1,509.6,48.6,0.15,10.97
50420,MILFORD 4 1,50421,MILFORD 4 2,1,Closed,Transformer,YES,-91.6,-16.6,93.1,193.9,48.6,0.17,5.16
21754,EL SOBRANTE 2 2,21151,RICHMOND 1 3,1,Closed,Line,NO,124.3,32.8,128.5,264.6,48.6,0.16,0.58
53291,LA MESA 6 2,53290,LA MESA 6 1,2,Closed,Transformer,YES,-133.5,-1,133.5,275.5,48.6,0.11,5.69
53291,LA MESA 6 2,53290,LA MESA 6 1,1,Closed,Transformer,YES,-133.5,-1,133.5,275.5,48.6,0.11,5.69
53291,LA MESA 6 2,53290,LA MESA 6 1,3,Closed,Transformer,YES,-133.5,-1,133.5,275.5,48.6,0.11,5.69
23432,LODI 6 2,23431,LODI 6 1,1,Closed,Transformer,YES,-745.3,-111.5,753.5,1568.5,48.5,0.56,41.74
13292,PORTLAND 24 1,11049,VANCOUVER 18 2,1,Closed,Line,NO,-67,-88.8,111.2,230.2,48.5,0.19,0.56
40841,PHOENIX 74 2,40840,PHOENIX 74 1,2,Closed,Transformer,YES,-747.2,-361,829.8,1789.9,48.5,0.89,79.2
40841,PHOENIX 74 2,40840,PHOENIX 74 1,1,Closed,Transformer,YES,-747.2,-361,829.8,1789.9,48.5,0.89,79.2
40841,PHOENIX 74 2,40840,PHOENIX 74 1,3,Closed,Transformer,YES,-747.2,-361,829.8,1789.9,48.5,0.89,79.2
29066,NORTH PALM SPRINGS 8 1,29071,NORTH PALM SPRINGS 8 6,1,Closed,Transformer,YES,-30.9,-4,31.2,65.4,48.5,0.08,2.59
10398,EVERETT 6 1,10370,EVERETT 2 2,1,Closed,Line,NO,-122.9,30.6,126.7,261.6,48.5,0.25,0.73
28357,VICTORVILLE 6 1,28427,LAKE ARROWHEAD 1,1,Closed,Line,NO,132,7.6,132.2,273,48.4,0.73,1.7
60307,DENVER 13 1,60725,DENVER 55 2,1,Closed,Line,NO,-333.9,-20.1,334.5,694.1,48.4,1.07,6.29
26000,LOS ANGELES 80 2,25467,LOS ANGELES 47 1,1,Closed,Line,NO,141.7,20.7,143.2,295.9,48.4,0.04,0.06
40459,COOLIDGE 1,40463,SAN TAN VALLEY 4 1,1,Closed,Line,NO,86.5,9.6,87,179.9,48.4,1.22,2.4
21276,LOS ALTOS 1 2,21275,LOS ALTOS 1 1,1,Closed,Transformer,YES,-245.5,-19.6,246.3,513.2,48.4,0.24,15.97
21665,OAKLAND 19 2,21667,OAKLAND 19 4,1,Closed,TransformerWinding,YES,-269.3,-5.3,269.4,556.9,48.4,-0.09,-6.31
28800,ONTARIO 8 2,28243,CORONA 6 1,1,Closed,Line,NO,131.6,5,131.7,272.3,48.4,0.34,0.53
23202,FRESNO 20 1,23346,SANGER 3 2,1,Closed,Line,NO,-115.6,-54.9,128,265.4,48.4,0.17,0.47
25104,OXNARD 6 2,25103,OXNARD 6 1,1,Closed,Transformer,YES,-240.7,-38.9,243.8,508.5,48.3,0.15,10.2
40224,PHOENIX 37 1,40187,PHOENIX 16 2,3,Closed,Line,NO,-95.1,-39.7,103.1,214.3,48.3,0.24,0.84
40224,PHOENIX 37 1,40187,PHOENIX 16 2,2,Closed,Line,NO,-95.1,-39.7,103.1,214.3,48.3,0.24,0.84
40224,PHOENIX 37 1,40187,PHOENIX 16 2,1,Closed,Line,NO,-95.1,-39.7,103.1,214.3,48.3,0.24,0.84
13529,MORO 1,13635,WASCO 3 2,1,Closed,Line,NO,-124.5,24.8,127,263.5,48.3,1,3.74
28196,MISSION VIEJO 3 1,28171,LAKE FOREST 2 2,1,Closed,Line,NO,30.7,93.9,98.8,204.5,48.3,0.31,0.16
25189,WEST HILLS 1,25188,CALABASAS 2 1,1,Closed,Line,NO,-124.1,-20.6,125.8,261.2,48.3,0.23,0.85
60194,BOULDER 8 1,60826,BOULDER 10 2,1,Closed,Line,NO,-89,-17,90.6,188.8,48.3,0.32,0.97
10449,AUBURN 5 1,10394,AUBURN 4 1,1,Closed,Line,NO,128.5,-9.9,128.9,267.1,48.2,0.17,-0.04
11048,VANCOUVER 18 1,11050,VANCOUVER 18 3,1,Closed,Transformer,YES,-246.6,-105.2,268.1,575,48.2,0.35,21.06
60417,DENVER 47 1,60440,CASTLE ROCK 3 2,1,Closed,Line,NO,-84.6,-16.9,86.3,181.8,48.1,1,1.54
40516,TUCSON 15 1,40510,TUCSON 14 2,1,Closed,Line,NO,-87.7,-5.1,87.8,182.9,48.1,0.19,0.75
60359,ENGLEWOOD 2 3,60838,DENVER 57 3,1,Closed,Line,NO,-81.9,-33.7,88.5,185.5,48.1,0.3,1.11
25313,LOS ANGELES 9 1,26016,REDONDO BEACH 4 3,1,Closed,Line,NO,-117.5,-33.7,122.2,254.4,48.1,0.03,0.13
60283,ARVADA 8 3,60309,DENVER 14 1,1,Closed,Line,NO,86.4,23.7,89.6,187.5,48,0.11,-2.07
60797,KREMMLING 2 1,60798,KREMMLING 2 2,1,Closed,Transformer,YES,-18.3,2.3,18.4,38.4,48,0.04,0.99
25978,BORON 2 1,28869,HINKLEY 3 1,1,Closed,Line,NO,-120.2,-1.9,120.2,252,48,0.74,-0.41
28544,CHULA VISTA 1 2,28543,CHULA VISTA 1 1,1,Closed,Transformer,YES,-247.8,-1.5,247.8,518.6,48,0.24,17.23
28475,SAN DIEGO 19 1,28490,SAN DIEGO 26 1,1,Closed,Line,NO,126.4,-23.6,128.6,268.1,48,0.26,-0.9
28326,RIVERSIDE 16 2,28291,RIVERSIDE 9 1,1,Closed,Line,NO,128,18.3,129.3,269.8,47.9,0.15,0.58
28388,CARLSBAD 4 2,28724,ESCONDIDO 8 1,1,Closed,Line,NO,-124,-28.4,127.3,266.1,47.9,0.29,-0.16
30178,LAS VEGAS 43 1,30152,LAS VEGAS 32 3,1,Closed,Line,NO,148.8,0.1,148.8,310.6,47.9,0.11,-1.69
28227,ONTARIO 6 1,28800,ONTARIO 8 2,1,Closed,Line,NO,-124,-22.6,126.1,264.4,47.9,0.32,1.38
21432,CONCORD 6 1,21608,PITTSBURG 4 2,1,Closed,Line,NO,-129.1,3.4,129.2,271,47.9,0.58,2.06
25587,BELL GARDENS 3 1,25474,LOS ANGELES 49 2,1,Closed,Line,NO,-125.6,-54,136.8,287,47.9,0.23,0.95
60429,COLORADO SPRINGS 4 3,60878,FOUNTAIN 5 3,1,Closed,Line,NO,-110.7,10.5,111.2,233.8,47.8,0.69,-0.05
29066,NORTH PALM SPRINGS 8 1,29070,NORTH PALM SPRINGS 8 5,1,Closed,Transformer,YES,-46.3,-10.9,47.6,100.7,47.8,0.08,2.19
25060,SANTA BARBARA 6 2,25063,SANTA BARBARA 7 1,1,Closed,Line,NO,125.6,-14.1,126.4,264.3,47.8,0.45,2.04
13333,PORTLAND 40 3,13296,PORTLAND 28 1,2,Closed,Line,NO,136.4,-11.6,136.9,286.5,47.8,0.41,1.08
13333,PORTLAND 40 3,13296,PORTLAND 28 1,3,Closed,Line,NO,136.4,-11.6,136.9,286.5,47.8,0.41,1.08
13333,PORTLAND 40 3,13296,PORTLAND 28 1,1,Closed,Line,NO,136.4,-11.6,136.9,286.5,47.8,0.41,1.08
60803,MOSCA 3,60802,MOSCA 2,1,Closed,Transformer,YES,-91.9,7.3,92.2,193,47.8,0.13,5
40156,PHOENIX 7 1,40192,PHOENIX 20 1,1,Closed,Line,NO,-78.3,-32.9,84.9,178.7,47.7,0.33,0.17
30191,LAS VEGAS 51 1,30296,LAS VEGAS 69 2,1,Closed,Line,NO,-185.4,-16.9,186.2,391.5,47.7,1.06,-4.21
28638,BANNING 1 1,29037,NORTH PALM SPRINGS 5 5,1,Closed,Line,NO,-126.1,-13.7,126.9,265.7,47.7,0.48,-11.73
40853,TUCSON 50 3,40852,TUCSON 50 2,1,Closed,Transformer,YES,-413.9,-169.4,447.2,970.8,47.7,0.57,37.93
50099,SALT LAKE CITY 3 2,50189,SALT LAKE CITY 20 1,1,Closed,Line,NO,145.9,58.1,157,329,47.7,0.09,0.45
28223,CORONA 4 2,28222,CORONA 4 1,1,Closed,Transformer,YES,-241.2,21.3,242.1,507.4,47.7,0.18,12.59
29072,NIPTON 3 1,29073,NIPTON 3 2,1,Closed,Transformer,YES,-82.6,4.5,82.7,173.4,47.7,0.15,4.51
28726,NORTH PALM SPRINGS 1 1,28727,NORTH PALM SPRINGS 1 2,1,Closed,Transformer,YES,-39.8,-8.6,40.7,86.5,47.7,0.06,1.95
60481,GREELEY 1 1,60570,AULT 2,1,Closed,Line,NO,-89,-8.8,89.5,188.8,47.7,0.87,-4.62
28156,LAGUNA NIGUEL 1 2,28185,MISSION VIEJO 1 3,1,Closed,Line,NO,96.3,73.2,121,253.7,47.7,0.11,0.36
40086,SURPRISE 2 3,40080,WADDELL 2,1,Closed,Line,NO,67.6,49.1,83.5,175.4,47.6,0.2,0.6
26095,LONG BEACH 27 2,26184,LONG BEACH 28 14,1,Closed,Line,NO,199.3,774.6,799.8,1680,47.6,0.21,1.52
21633,STANFORD 2 2,21637,STANFORD 2 6,1,Closed,Transformer,YES,-26.2,-11.9,28.8,62,47.6,0.06,1.54
40426,FLAGSTAFF 2 1,40429,FLAGSTAFF 3 2,1,Closed,Line,NO,-79.9,-8.2,80.3,172,47.6,1.21,2.72
40095,GOODYEAR 1 1,40234,PHOENIX 44 1,1,Closed,Line,NO,83.9,-15.2,85.3,179.2,47.6,0.71,0.28
13212,BEAVERTON 7 1,13272,PORTLAND 17 3,1,Closed,Line,NO,-122.9,18.9,124.3,263.6,47.6,0.25,-5.21
10334,SEATTLE 40 2,10333,SEATTLE 40 1,1,Closed,Transformer,YES,-240,33.6,242.3,509.4,47.6,0.21,16.04
40352,CHANDLER 6 1,40404,GILBERT 3 1,1,Closed,Line,NO,73.2,-42.7,84.8,178.4,47.5,0.53,0.98
40304,SCOTTSDALE 2 1,40336,SCOTTSDALE 8 2,1,Closed,Line,NO,-85.2,-12.7,86.2,182.5,47.5,0.4,1.12
21148,SAN FRANCISCO 29 1,21140,SAN FRANCISCO 24 1,1,Closed,Line,NO,-112.7,14.2,113.5,239.2,47.5,0.26,0.84
53271,WILLARD 2 2,53270,WILLARD 2 1,1,Closed,Transformer,YES,-81.8,15.3,83.2,175.1,47.5,0.09,4.14
25353,LANCASTER 1 1,25900,ROSAMOND 5 1,1,Closed,Line,NO,-123,9.8,123.4,261.6,47.5,0.61,-2.2
28172,CHINO 1 1,25804,POMONA 3 2,1,Closed,Line,NO,-128.1,25.1,130.5,275,47.5,0.17,0.61
28311,VICTORVILLE 3 1,28462,APPLE VALLEY 2 1,1,Closed,Line,NO,127.3,11.6,127.8,269.5,47.5,0.42,-5.43
26037,OXNARD 13 3,25089,OXNARD 2 1,1,Closed,Line,NO,71.3,86.2,111.9,235.7,47.5,0.14,0.04
21316,MOUNTAIN VIEW 2 1,21322,CUPERTINO 2 1,1,Closed,Line,NO,103.2,7.3,103.4,218,47.4,0.07,0.19
10348,SEATTLE 42 3,10349,SEATTLE 42 4,1,Closed,TransformerWinding,YES,-55.5,-9.3,56.2,122.1,47.4,0.1,7.01
26005,OXNARD 12 1,26008,OXNARD 12 4,1,Closed,TransformerWinding,YES,337.3,19.5,337.9,712.3,47.4,0.16,7.32
40414,GILBERT 11 1,40415,MESA 14 1,1,Closed,Line,NO,-11,-81.9,82.7,174.3,47.4,0.18,-1.4
40207,PHOENIX 26 1,40172,PHOENIX 11 1,1,Closed,Line,NO,86.2,-4.3,86.3,182.1,47.4,0.26,0.48
30169,NORTH LAS VEGAS 2 1,30172,NORTH LAS VEGAS 4 2,1,Closed,Line,NO,-123.9,-77.6,146.2,309.1,47.4,0.11,0.37
23320,BIG CREEK 1 1,23324,BIG CREEK 1 5,1,Closed,Transformer,YES,-20,1.9,20.1,42.3,47.4,0.03,0.8
21334,MOUNTAIN VIEW 4 1,21310,FREMONT 1 2,1,Closed,Line,NO,-100.5,-14.9,101.6,214.9,47.4,0.18,0.6
10434,BONNEY LAKE 2 1,10475,BUCKLEY 1,1,Closed,Line,NO,125,13.4,125.8,265.4,47.4,0.93,1.26
21018,PETALUMA 2 1,21021,PETALUMA 2 4,1,Closed,TransformerWinding,YES,268.6,17.4,269.1,567.9,47.4,0.36,23.51
40240,PHOENIX 47 1,40250,PHOENIX 52 1,1,Closed,Line,NO,-59.7,-52.5,79.5,167.8,47.4,0.17,-5.25
25600,LANCASTER 3 2,25851,ROSAMOND 3 2,1,Closed,Line,NO,-117.5,-30.2,121.3,257,47.4,0.99,-2.16
13303,PORTLAND 33 2,13289,PORTLAND 23 3,1,Closed,Line,NO,107.4,78.8,133.2,281.4,47.3,0.1,0.51
13303,PORTLAND 33 2,13289,PORTLAND 23 3,3,Closed,Line,NO,107.4,78.8,133.2,281.4,47.3,0.1,0.51
13303,PORTLAND 33 2,13289,PORTLAND 23 3,2,Closed,Line,NO,107.4,78.8,133.2,281.4,47.3,0.1,0.51
60672,FORT LUPTON 2 3,60845,FORT LUPTON 3 2,1,Closed,Line,NO,86.4,22.8,89.4,188.8,47.3,0.06,-0.13
70071,CHEYENNE 1 1,70109,CHEYENNE 6 3,1,Closed,Line,NO,-126.2,-13.3,126.9,269.5,47.3,0.46,1.24
28326,RIVERSIDE 16 2,28325,RIVERSIDE 16 1,1,Closed,Transformer,YES,-242.1,-14.3,242.5,516.8,47.3,0.38,17.39
23359,CORCORAN 2 1,23360,CORCORAN 2 2,1,Closed,Transformer,YES,-16.7,1.3,16.7,35.4,47.3,0.05,1.27
10469,BELLEVUE 7 2,10468,BELLEVUE 7 1,1,Closed,Transformer,YES,-224.1,-57.9,231.5,501.7,47.2,0.34,18.27
25234,GRANADA HILLS 1 2,25333,NORTH HOLLYWOOD 2 2,1,Closed,Line,NO,-116.7,-28.6,120.2,255.8,47.2,0.36,1.35
25478,GLENDALE 2 1,26127,BURBANK 10 3,1,Closed,Line,NO,-114.2,-29,117.8,250.1,47.2,0.2,0.51
30209,HENDERSON 2 2,30208,HENDERSON 2 1,1,Closed,Transformer,YES,-173.3,-114.3,207.6,455.2,47.2,0.2,12.67
25390,BURBANK 3 2,25396,LOS ANGELES 21 1,1,Closed,Line,NO,89,72.4,114.7,243,47.2,0.27,0.63
60826,BOULDER 10 2,60676,BOULDER 9 3,1,Closed,Line,NO,-70.4,-47.6,85,180.3,47.2,0.03,0.12
21521,PLEASANTON 3 1,21419,SAN RAMON 1 1,1,Closed,Line,NO,-129.3,6.1,129.5,274.6,47.2,0.16,0.83
53274,CUBERO 2,53276,CUBERO 4,1,Closed,TransformerWinding,YES,-88.9,-0.3,88.9,188.5,47.2,-0.05,-2.05
40752,MOHAVE VALLEY 2 2,40755,MOHAVE VALLEY 2 5,1,Closed,TransformerWinding,YES,675.8,-185.5,700.9,1485.4,47.2,-0.38,-32.03
21238,OAKLAND 8 1,21242,OAKLAND 10 3,1,Closed,Line,NO,119.5,3.2,119.5,254.3,47,0.15,0.39
23350,TURLOCK 4 1,23352,TURLOCK 4 3,1,Closed,Transformer,YES,-23.9,-11.2,26.3,57.1,47,0.03,1.05
60813,BRUSH 4 1,60750,BRUSH 3 3,1,Closed,Line,NO,-85.4,-18.6,87.4,186.1,47,0.04,0.05
25471,LOS ANGELES 48 1,26045,BURBANK 9 2,1,Closed,Line,NO,-119.3,-20.4,121,258.1,47,0.23,-0.21
23206,CLOVIS 3 1,23311,AUBERRY 2 1,1,Closed,Line,NO,-132.8,-17,133.8,290.7,46.9,2.03,4.42
10118,OAK HARBOR 2 2,10120,OAK HARBOR 2 4,1,Closed,TransformerWinding,YES,-212.2,9.3,212.4,452.6,46.9,-0.03,-1.33
28156,LAGUNA NIGUEL 1 2,28134,IRVINE 4 1,1,Closed,Line,NO,106.3,51.8,118.3,252,46.9,0.14,0.48
25053,SANTA BARBARA 1 1,25115,CAMARILLO 1 1,1,Closed,Line,NO,123,-17.7,124.3,265,46.9,0.55,-6.82
25394,BURBANK 4 1,25527,LOS ANGELES 65 3,1,Closed,Line,NO,123,-2.3,123,262.3,46.9,0.24,-0.07
25959,BAKERSFIELD 26 1,25961,BAKERSFIELD 26 3,1,Closed,Transformer,YES,-24.8,-11.6,27.3,59.4,46.9,0.04,1.1
29026,CARLSBAD 6 3,28354,CARLSBAD 3 1,1,Closed,Line,NO,115.2,45.6,123.9,264.4,46.9,0.07,0.31
25451,BURBANK 7 1,26127,BURBANK 10 3,1,Closed,Line,NO,-118.8,-13.4,119.6,255.8,46.9,0.23,0.78
70067,LARAMIE 2 1,70129,ROCK RIVER 2 2,1,Closed,Line,NO,-121.9,19.2,123.4,267.7,46.8,3.16,10.28
40810,GLENDALE 23 2,40168,GLENDALE 19 1,1,Closed,Line,NO,100,-14.4,101,215.8,46.8,0.16,-0.38
40810,GLENDALE 23 2,40168,GLENDALE 19 1,3,Closed,Line,NO,100,-14.4,101,215.8,46.8,0.16,-0.38
40810,GLENDALE 23 2,40168,GLENDALE 19 1,2,Closed,Line,NO,100,-14.4,101,215.8,46.8,0.16,-0.38
25058,SANTA BARBARA 5 1,25060,SANTA BARBARA 6 2,1,Closed,Line,NO,-122.1,12.7,122.8,262.8,46.8,0.41,1.82
40459,COOLIDGE 1,40477,GOLD CANYON 2,1,Closed,Line,NO,82.9,14.6,84.2,179.9,46.8,0.84,-2.61
60854,COLORADO SPRINGS 34 3,60441,COLORADO SPRINGS 5 1,1,Closed,Line,NO,86,17.4,87.8,187.6,46.8,0.15,0.37
25939,MOJAVE 4 1,25940,MOJAVE 4 2,1,Closed,Transformer,YES,-46.6,2.4,46.6,99.9,46.7,0.1,2.43
21044,FAIRFAX 1,21082,SAN FRANCISCO 6 2,1,Closed,Line,NO,-69,-100.2,121.7,261.3,46.7,0.17,0.32
13172,MEDFORD 1 2,13171,MEDFORD 1 1,1,Closed,Transformer,YES,-179.7,-63,190.4,417,46.7,0.24,11.65
70080,CHEYENNE 3 3,70171,WHEATLAND 2 2,3,Closed,Line,NO,-128.7,4,128.7,282.7,46.7,2.57,-10.54
70080,CHEYENNE 3 3,70171,WHEATLAND 2 2,2,Closed,Line,NO,-128.7,4,128.7,282.7,46.7,2.57,-10.54
70080,CHEYENNE 3 3,70171,WHEATLAND 2 2,1,Closed,Line,NO,-128.7,4,128.7,282.7,46.7,2.57,-10.54
60493,COLORADO SPRINGS 13 3,60490,COLORADO SPRINGS 12 2,1,Closed,Line,NO,-65.2,-51.9,83.3,179.5,46.7,0.22,0.49
25959,BAKERSFIELD 26 1,25960,BAKERSFIELD 26 2,1,Closed,Transformer,YES,-24.7,-10.9,27,59.6,46.7,0.07,1.82
25459,LOS ANGELES 45 2,25461,LOS ANGELES 45 4,1,Closed,TransformerWinding,YES,-238.4,5.5,238.5,510.8,46.7,-0.02,-1.42
80028,EL PASO 17 1,80088,EL PASO 37 3,1,Closed,Line,NO,-92,1.2,92,198.2,46.6,0.39,1.71
80011,EL PASO 6 1,80036,EL PASO 22 1,1,Closed,Line,NO,60.3,58.8,84.3,180.9,46.6,0.29,0.71
21208,HERCULES 1,21695,BENICIA 3 2,1,Closed,Line,NO,-117.3,-32.1,121.6,262.6,46.6,0.38,1.11
20340,ROSEVILLE 7 2,20342,ROSEVILLE 7 4,1,Closed,TransformerWinding,YES,-240.6,-15.2,241.1,517.7,46.6,-0.08,-5.35
25686,CERRITOS 2 1,28073,ANAHEIM 9 1,1,Closed,Line,NO,107.2,-43.4,115.6,248.4,46.6,0.26,0.68
25826,OXNARD 9 3,25096,OXNARD 4 1,1,Closed,Line,NO,118.6,5.9,118.8,255.1,46.6,0.13,-0.15
30249,JACKPOT 2,30251,JACKPOT 4,1,Closed,TransformerWinding,YES,51.8,7.8,52.4,114.5,46.5,-0.17,-3.86
40221,PHOENIX 34 1,40241,PHOENIX 48 1,1,Closed,Line,NO,-53.9,-53.8,76.1,164.6,46.5,0.13,0.38
40290,PHOENIX 66 1,40359,SCOTTSDALE 12 1,1,Closed,Line,NO,-79.3,27.3,83.9,181.4,46.5,0.04,-1.17
21274,BOULDER CREEK 1,21299,SANTA CRUZ 1 2,1,Closed,Line,NO,-108.2,-11.9,108.8,236.3,46.5,0.71,2.11
21664,OAKLAND 19 1,21667,OAKLAND 19 4,1,Closed,TransformerWinding,YES,269.5,19.8,270.2,581.9,46.4,0.29,20.84
21594,ANTIOCH 5 2,21593,ANTIOCH 5 1,1,Closed,Transformer,YES,-877.8,17.7,878,1892.3,46.4,0.41,36.3
21242,OAKLAND 10 3,21715,ALAMEDA 4 11,1,Closed,Line,NO,-130.7,-18.7,132,285,46.4,0.16,0.8
23444,TURLOCK 5 3,23443,TURLOCK 5 2,1,Closed,Transformer,YES,-224.7,-20.2,225.6,490,46.4,0.2,13.33
40832,GOLDEN VALLEY 3 1,40833,GOLDEN VALLEY 3 2,1,Closed,Transformer,YES,-5.4,0.2,5.4,11.7,46.4,0.01,0.21
21231,REDWOOD CITY 4 4,21729,HAYWARD 8 3,1,Closed,Line,NO,-114.8,-10,115.2,249.5,46.4,0.52,-0.29
60887,WELLINGTON 4 4,70109,CHEYENNE 6 3,1,Closed,Line,NO,-107,61,123.2,265.7,46.4,1.55,6.39
60451,DENVER 52 2,60371,DENVER 34 2,1,Closed,Line,NO,-80.3,-29.6,85.6,184.6,46.4,0.11,-0.85
