,BusNum,BusNum:1,LineCircuit,BranchDeviceType,LineStatus,NormLineStatus,SeriesCapStatus,LineMeter:1,LineXFType,XFAuto,XFRegBus,XFUseLDCRCC,XFRLDCRCC,XFXLDCRCC,XFRegMax,XFRegMin,XFRegTargetType,XFMVABase,XFNominalKV,XFNominalKV:1,LineR:1,LineX:1,LineG:1,LineC:1,XfrmerMagnetizingG:1,XfrmerMagnetizingB:1,XFFixedTap,XFFixedTap:1,XFTapMax:1,XFTapMin:1,XFStep:1,LineTap:1,LinePhase,XFTableNum,LineLength,LineMonEle,LSName,LineAMVA,LineAMVA:1,LineAMVA:2,LineAMVA:3,LineAMVA:4,LineAMVA:5,LineAMVA:6,LineAMVA:7,LineAMVA:8,LineAMVA:9,LineAMVA:10,LineAMVA:11,LineAMVA:12,LineAMVA:13,LineAMVA:14,OwnerNum,OwnPercent,OwnerNum:1,OwnPercent:1,OwnerNum:2,OwnPercent:2,OwnerNum:3,OwnPercent:3,OwnerNum:4,OwnPercent:4,OwnerNum:5,OwnPercent:5,OwnerNum:6,OwnPercent:6,OwnerNum:7,OwnPercent:7,EMSType,EMSDeviceID,EMSDeviceID:1,EMSType:1,EMSDeviceID:2,EMSDeviceID:3,DataMaintainerAssign,AllLabels
616,21733,21736,1,Transformer,Closed,Closed,NO,21733,Fixed,NO,21733,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,13.800000,0.000285,0.015675,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,368.581629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
617,21733,21737,1,Transformer,Closed,Closed,NO,21733,Fixed,NO,21733,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,13.800000,0.000609,0.030915,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.025000,0.000000,0,0.000000,YES,Default,365.111232,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
618,21733,21738,1,Transformer,Closed,Closed,NO,21733,Fixed,NO,21733,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,24.000000,0.000580,0.030485,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,364.290237,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
619,21733,21739,1,Transformer,Closed,Closed,NO,21733,Fixed,NO,21733,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,13.800000,0.000702,0.048498,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.031250,0.000000,0,0.000000,YES,Default,361.793160,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
620,21733,21740,1,Transformer,Closed,Closed,NO,21733,Fixed,NO,21733,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,13.800000,0.000628,0.038625,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,309.752011,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
621,21743,21742,1,Transformer,Closed,Closed,NO,21743,Fixed,NO,21743,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,345.000000,0.000732,0.028273,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,425.314951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
622,21754,21753,1,Transformer,Closed,Closed,NO,21754,Fixed,NO,21754,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,345.000000,0.000619,0.029916,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.018750,0.000000,0,0.000000,YES,Default,437.200356,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
623,21755,21756,1,Transformer,Closed,Closed,NO,21755,Fixed,NO,21755,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,24.000000,0.002371,0.094673,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,70.498323,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
624,21755,21757,1,Transformer,Closed,Closed,NO,21755,Fixed,NO,21755,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,13.800000,0.020298,0.679540,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.050000,0.000000,0,0.000000,YES,Default,28.814197,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
625,21759,21760,1,Transformer,Closed,Closed,NO,21759,Fixed,NO,21759,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,18.000000,0.001734,0.056106,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.043750,0.000000,0,0.000000,YES,Default,131.690001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
626,23017,23016,1,Transformer,Closed,Closed,NO,23017,LTC,YES,23017,NO ,0.000000,0.000100,1.071000,1.021000,Middle,100.000000,138.000000,345.000000,0.000497,0.025394,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.100000,0.000000,0,0.000000,YES,Default,583.192778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
627,23158,23157,1,Transformer,Closed,Closed,NO,23158,LTC,YES,23158,NO ,0.000000,0.000100,1.068000,1.018000,Middle,100.000000,138.000000,345.000000,0.000461,0.030302,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.025000,0.000000,0,0.000000,YES,Default,446.310329,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
628,23234,23233,1,Transformer,Closed,Closed,NO,23234,LTC,YES,23234,NO ,0.000000,0.000100,1.063000,1.013000,Middle,100.000000,138.000000,345.000000,0.000448,0.024350,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.006250,0.000000,0,0.000000,YES,Default,464.147282,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
629,23258,23257,1,Transformer,Closed,Closed,NO,23258,LTC,YES,23258,NO ,0.000000,0.000100,1.067000,1.017000,Middle,100.000000,138.000000,345.000000,0.000700,0.038693,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.025000,0.000000,0,0.000000,YES,Default,411.101675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
630,23266,23265,1,Transformer,Closed,Closed,NO,23266,Fixed,NO,23266,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,345.000000,0.000443,0.025926,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,400.977325,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
631,23278,23277,1,Transformer,Closed,Closed,NO,23278,LTC,YES,23278,NO ,0.000000,0.000100,1.069000,1.019000,Middle,100.000000,138.000000,345.000000,0.000449,0.026561,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.006250,0.000000,0,0.000000,YES,Default,448.286629,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
632,23285,23284,1,Transformer,Closed,Closed,NO,23285,Fixed,NO,23285,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,765.000000,0.000098,0.006845,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,1509.048271,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
633,23284,23287,1,Transformer,Closed,Closed,NO,23284,Fixed,NO,23284,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,765.000000,13.800000,0.000098,0.007969,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,1234.289074,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
634,23284,23288,1,Transformer,Closed,Closed,NO,23284,Fixed,NO,23284,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,765.000000,22.000000,0.000142,0.010450,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,1230.892563,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
635,23284,23289,1,Transformer,Closed,Closed,NO,23284,Fixed,NO,23284,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,765.000000,20.000000,0.000177,0.014076,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,1230.315781,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
636,23284,23290,1,Transformer,Closed,Closed,NO,23284,Fixed,NO,23284,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,765.000000,13.800000,0.000119,0.009065,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,1224.796581,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
637,23286,23285,1,Transformer,Closed,Closed,NO,23286,Fixed,NO,23286,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,345.000000,0.000646,0.040447,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,388.385606,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
638,23292,23291,1,Transformer,Closed,Closed,NO,23292,LTC,YES,23292,NO ,0.000000,0.000100,1.072000,1.022000,Middle,100.000000,138.000000,345.000000,0.000438,0.026826,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.012500,0.000000,0,0.000000,YES,Default,317.573619,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
639,23291,23293,1,Transformer,Closed,Closed,NO,23291,Fixed,NO,23291,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,13.800000,0.000758,0.038169,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.062500,0.000000,0,0.000000,YES,Default,473.148584,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
640,23291,23296,1,Transformer,Closed,Closed,NO,23291,Fixed,NO,23291,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,18.000000,0.000788,0.054530,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.043750,0.000000,0,0.000000,YES,Default,225.822592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
641,23291,23297,1,Transformer,Closed,Closed,NO,23291,Fixed,NO,23291,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,13.800000,0.000760,0.050560,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.043750,0.000000,0,0.000000,YES,Default,224.302649,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
642,23292,23294,1,Transformer,Closed,Closed,NO,23292,Fixed,NO,23292,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,13.800000,0.033316,0.815675,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,14.690000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
643,23292,23295,1,Transformer,Closed,Closed,NO,23292,Fixed,NO,23292,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,13.800000,0.006839,0.223898,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.025000,0.000000,0,0.000000,YES,Default,40.543991,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
644,23301,23300,1,Transformer,Closed,Closed,NO,23301,Fixed,NO,23301,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,345.000000,0.000710,0.035316,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,341.051507,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
645,23300,23302,1,Transformer,Closed,Closed,NO,23300,Fixed,NO,23300,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,13.800000,0.000728,0.032413,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,330.447984,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
646,23300,23303,1,Transformer,Closed,Closed,NO,23300,Fixed,NO,23300,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,18.000000,0.000625,0.034098,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,323.177242,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
647,23300,23305,1,Transformer,Closed,Closed,NO,23300,Fixed,NO,23300,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,18.000000,0.000662,0.035229,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,285.299587,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
648,23301,23304,1,Transformer,Closed,Closed,NO,23301,Fixed,NO,23301,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,13.800000,0.010024,0.306180,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.037500,0.000000,0,0.000000,YES,Default,36.634675,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
649,23310,23309,1,Transformer,Closed,Closed,NO,23310,LTC,YES,23310,NO ,0.000000,0.000100,1.063000,1.013000,Middle,100.000000,138.000000,345.000000,0.000438,0.031028,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.018750,0.000000,0,0.000000,YES,Default,495.397186,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
650,23312,23313,1,Transformer,Closed,Closed,NO,23312,Fixed,NO,23312,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,18.000000,0.003794,0.112285,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,73.685813,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
651,23320,23324,1,Transformer,Closed,Closed,NO,23320,Fixed,NO,23320,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,20.000000,0.008865,0.218040,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,0.993750,0.000000,0,0.000000,YES,Default,42.313826,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
652,23320,23325,1,Transformer,Closed,Closed,NO,23320,Fixed,NO,23320,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,13.800000,0.011097,0.369454,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,0.993750,0.000000,0,0.000000,YES,Default,42.104498,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
653,23320,23326,1,Transformer,Closed,Closed,NO,23320,Fixed,NO,23320,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,24.000000,0.007532,0.226485,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,0.993750,0.000000,0,0.000000,YES,Default,41.967672,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
654,23330,23329,1,Transformer,Closed,Closed,NO,23330,Fixed,NO,23330,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,345.000000,0.000663,0.045467,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,401.560926,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
655,23332,23331,1,Transformer,Closed,Closed,NO,23332,Fixed,NO,23332,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,345.000000,0.000092,0.006757,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,374.116898,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
656,23331,23333,1,Transformer,Closed,Closed,NO,23331,Fixed,NO,23331,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,18.000000,0.000383,0.024218,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,372.057652,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
657,23331,23334,1,Transformer,Closed,Closed,NO,23331,Fixed,NO,23331,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,345.000000,13.800000,0.000790,0.044101,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,306.130767,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
658,23336,23337,1,Transformer,Closed,Closed,NO,23336,Fixed,NO,23336,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,24.000000,0.004307,0.149828,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,0.993750,0.000000,0,0.000000,YES,Default,71.489394,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
659,23339,23338,1,Transformer,Closed,Closed,NO,23339,Fixed,NO,23339,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,345.000000,0.000517,0.027106,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,320.497632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
660,23346,23345,1,Transformer,Closed,Closed,NO,23346,Fixed,NO,23346,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,345.000000,0.000511,0.032361,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,400.856209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
661,23350,23351,1,Transformer,Closed,Closed,NO,23350,Fixed,NO,23350,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,13.800000,0.002900,0.075823,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.037500,0.000000,0,0.000000,YES,Default,89.337379,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
662,23350,23352,1,Transformer,Closed,Closed,NO,23350,Fixed,NO,23350,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,13.800000,0.004671,0.144989,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.037500,0.000000,0,0.000000,YES,Default,57.112592,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
663,23359,23360,1,Transformer,Closed,Closed,NO,23359,Fixed,NO,23359,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,13.800000,0.020318,0.475259,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,35.383195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
664,23359,23361,1,Transformer,Closed,Closed,NO,23359,Fixed,NO,23359,NO ,0.000000,0.000100,1.010000,0.990000,Middle,100.000000,138.000000,18.000000,0.010789,0.300011,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.000000,0.000000,0,0.000000,YES,Default,35.182893,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
665,23366,23365,1,Transformer,Closed,Closed,NO,23366,LTC,YES,23366,NO ,0.000000,0.000100,1.068000,1.018000,Middle,100.000000,138.000000,345.000000,0.000582,0.028387,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.100000,0.900000,0.006250,1.006250,0.000000,0,0.000000,YES,Default,429.435778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1,100.000000,,,,,,,,,,,,,,,,,,,,,,
