,SubNum,SubName,SubID,Latitude,Longitude,DataMaintainerAssign,GICSubGroundOhms,GICUsedSubGroundOhms
1251,21173,SAN LEANDRO 5,1252,37.74165400689619790000,-122.12403128705399500000,0.400000,0.400000,
1252,21174,SANTA CRUZ 1,1253,37.01087748741920080000,-122.13195343774499700000,3.900000,3.900000,
1253,21175,SANTA CRUZ 2,1254,37.04473674846720140000,-122.17291076122600700000,4.700000,4.700000,
1254,21176,PALO ALTO 3,1255,37.48384760415090260000,-122.14761539154899600000,0.930000,0.930000,
1255,21177,PALO ALTO 4,1256,37.49015436174550330000,-122.06790268055900100000,0.097000,0.097000,
1256,21178,MORAGA,1257,37.77669304279449850000,-122.14163536545500200000,0.190000,0.190000,
1257,21179,LAFAYETTE 1,1258,37.84698231753839790000,-122.06486105394900200000,0.050000,0.050000,
1258,21180,FREMONT 1,1259,37.45422253562080070000,-122.05239589747400000000,0.380000,0.380000,
1259,21181,FREMONT 2,1260,37.51969288720950150000,-122.09639078598399900000,0.530000,0.530000,
1260,21182,LOS ALTOS 2,1261,37.29233265501230220000,-122.01857584841799600000,0.490000,0.490000,
1261,21183,MOUNTAIN VIEW 1,1262,37.36743860648559940000,-122.10984545104599900000,0.140000,0.140000,
1262,21184,MOUNTAIN VIEW 2,1263,37.31013668431639730000,-122.13699404725599600000,0.049000,0.049000,
1263,21185,HAYWARD 3,1264,37.69779155289700160000,-122.14555408581399800000,0.280000,0.280000,
1264,21186,HAYWARD 4,1265,37.66490044534479860000,-122.01457499566200200000,0.760000,0.760000,
1265,21187,CUPERTINO 1,1266,37.40547592123599680000,-122.05564245863199400000,1.700000,1.700000,
1266,21188,CUPERTINO 2,1267,37.29920356171479770000,-122.14985459173999500000,0.340000,0.340000,
1267,21189,WINTERS,1268,38.52804399123169790000,-122.03164135527700300000,0.011000,0.011000,
1268,21190,CASTRO VALLEY 1,1269,37.78568450604569760000,-122.03179513531800600000,0.150000,0.150000,
1269,21191,CASTRO VALLEY 2,1270,37.75424054441440090000,-122.09938797822600500000,0.640000,0.640000,
1270,21192,PLEASANT HILL 1,1271,37.92134209892410010000,-121.97805753770400400000,0.067000,0.067000,
1271,21193,PLEASANT HILL 2,1272,38.01468549070270340000,-122.04234417122199800000,0.034000,0.034000,
1272,21194,MOUNTAIN VIEW 3,1273,37.39787829103860160000,-122.15265303467100500000,0.500000,0.500000,
1273,21195,WALNUT CREEK 1,1274,37.87266545483370100000,-122.10083976904100200000,0.290000,0.290000,
1274,21196,MOUNTAIN VIEW 4,1275,37.45281505132769700000,-122.10493123706399400000,0.051000,0.051000,
1275,21197,MOUNTAIN VIEW 5,1276,37.41992539328600030000,-122.03851471128500400000,0.160000,0.160000,
1276,21198,WALNUT CREEK 2,1277,37.81335733773460110000,-122.13378958169600700000,0.130000,0.130000,
1277,21199,SANTA CRUZ 3,1278,37.06317181526240030000,-122.12751777798000300000,0.400000,0.400000,
1278,21200,HAYWARD 5,1279,37.54945525032979960000,-122.08932651998399900000,0.096000,0.096000,
1279,21201,HAYWARD 6,1280,37.61881593403420250000,-122.08540431605399600000,0.160000,0.160000,
1280,21202,SARATOGA 1,1281,37.27933797504059750000,-121.98713030839300600000,3.900000,3.900000,
1281,21203,SARATOGA 2,1282,37.29429538439959660000,-122.07626868654500600000,0.840000,0.840000,
1282,21204,CONCORD 1,1283,37.98637160599390230000,-122.13095379197299900000,0.300000,0.300000,
1283,21205,CONCORD 2,1284,37.91377831979230000000,-122.10390253182500000000,0.500000,0.500000,
1284,21206,WALNUT CREEK 3,1285,37.93840621096529730000,-122.13202855252400500000,0.860000,0.860000,
1285,21207,HAYWARD 7,1286,37.58548928113599880000,-122.08080964432899400000,0.170000,0.170000,
1286,21208,SUNNYVALE 1,1287,37.35029941569680290000,-122.01036317528699700000,0.900000,0.900000,
1287,21209,SUNNYVALE 2,1288,37.30779124930050020000,-122.07255726928499900000,2.800000,2.800000,
1288,21210,NEWARK 1,1289,37.52088603838490140000,-122.06928242868899300000,4.500000,4.500000,
1289,21211,NEWARK 2,1290,37.55474148426989700000,-122.10609429065999600000,0.240000,0.240000,
1290,21212,SUNNYVALE 3,1291,37.27781896262170140000,-121.94010848469800100000,0.440000,0.440000,
1291,21213,SUNNYVALE 4,1292,37.39891742051369760000,-121.93616471906699400000,0.040000,0.040000,
1292,21214,VACAVILLE 1,1293,38.38341309745879930000,-121.96039946783399400000,0.400000,0.400000,
1293,21215,VACAVILLE 2,1294,38.40754811812470140000,-121.96038039276399400000,0.930000,0.930000,
1294,21216,CONCORD 3,1295,37.89973716022399940000,-121.94905495454000300000,0.095000,0.095000,
1295,21217,CONCORD 4,1296,37.97825598249099950000,-122.05582240747000400000,0.097000,0.097000,
1296,21218,CASTRO VALLEY 3,1297,37.77216989166660000000,-122.04208751344199900000,0.260000,0.260000,
1297,21219,ALAMO 1,1298,37.85703189404780030000,-121.97353352043400300000,0.750000,0.750000,
1298,21220,UNION CITY 1,1299,37.63558341047050250000,-121.94159716351599300000,1.200000,1.200000,
1299,21221,UNION CITY 2,1300,37.67327989775839820000,-121.92318584967199500000,0.021000,0.021000,
1300,21222,SUNNYVALE 5,1301,37.29373848351529830000,-122.04513634631500400000,0.960000,0.960000,
1301,21223,SUNNYVALE 6,1302,37.45867363780210010000,-121.91662655944399800000,0.110000,0.110000,
1302,21224,SCOTTS VALLEY,1303,37.07947099960159680000,-121.94204663413700000000,3.300000,3.300000,
1303,21225,CONCORD 5,1304,37.89075380512719700000,-122.08341752092400200000,0.440000,0.440000,
1304,21226,FAIRFIELD 3,1305,38.34629061259030180000,-121.97030419153900000000,1.800000,1.800000,
1305,21227,FAIRFIELD 4,1306,38.19456141108739900000,-122.02339679616000000000,0.380000,0.380000,
1306,21228,SAN JOSE 1,1307,37.39121727138989830000,-121.97026126312100300000,0.320000,0.320000,
1307,21229,SAN JOSE 2,1308,37.31986454345919670000,-121.98750400611099600000,0.400000,0.400000,
1308,21230,WALNUT CREEK 4,1309,37.82563182966419650000,-121.96137227882799400000,0.098000,0.098000,
1309,21231,DANVILLE 1,1310,37.79178368143060140000,-121.99227749658500400000,0.440000,0.440000,
1310,21232,DANVILLE 2,1311,37.83664424730010010000,-121.90738580399700200000,0.140000,0.140000,
1311,21233,SANTA CRUZ 4,1312,36.97770104109419980000,-122.05374091070299900000,4.100000,4.100000,
1312,21234,SANTA CRUZ 5,1313,36.92512683036260060000,-121.85800684331499600000,0.420000,0.420000,
1313,21235,SAN JOSE 3,1314,37.19062216916630350000,-122.08534574529700500000,0.490000,0.490000,
1314,21236,LOS GATOS 1,1315,37.11913882240340000000,-122.05205335608700100000,0.087000,0.087000,
1315,21237,SANTA CLARA 1,1316,37.43707366387700120000,-122.01271618353800400000,0.960000,0.960000,
1316,21238,SANTA CLARA 2,1317,37.27991605270189980000,-121.99669948890600300000,0.460000,0.460000,
1317,21239,SANTA CRUZ 6,1318,37.10688673367040020000,-121.97704229835299800000,0.240000,0.240000,
1318,21240,LOS GATOS 2,1319,37.22820919280690080000,-121.89232448074599800000,4.300000,4.300000,
1319,21241,FREMONT 3,1320,37.52708479618180350000,-122.01582106497799900000,0.190000,0.190000,
1320,21242,FREMONT 4,1321,37.56637785292650020000,-121.94498638327399900000,0.980000,0.980000,
1321,21243,SAN RAMON 1,1322,37.72093409256270040000,-121.93720374029200600000,0.095000,0.095000,
1322,21244,SAN RAMON 2,1323,37.75423208479639920000,-122.02808111804199600000,0.067000,0.067000,
1323,21245,SANTA CLARA 3,1324,37.37675989080909740000,-122.00870924788900100000,0.150000,0.150000,
1324,21246,FREMONT 5,1325,37.42239377335570080000,-121.94753417574899900000,0.150000,0.150000,
1325,21247,FREMONT 6,1326,37.44571766197760350000,-121.97807950385500000000,0.350000,0.350000,
1326,21248,SAN JOSE 4,1327,37.29767850840219980000,-122.03170163904900400000,0.430000,0.430000,
1327,21249,SAN JOSE 5,1328,37.23079697195809960000,-121.86802523625499400000,0.310000,0.310000,
1328,21250,CONCORD 6,1329,37.94978992783040180000,-121.91451380031999500000,0.120000,0.120000,
1329,21251,CONCORD 7,1330,37.98433389649049730000,-121.90344909617999800000,0.150000,0.150000,
1330,21252,CAMPBELL 1,1331,37.24388448349350260000,-122.01335389392799900000,2.700000,2.700000,
1331,21253,CAMPBELL 2,1332,37.19345115248709990000,-121.93676278636300500000,0.810000,0.810000,
1332,21254,CAPITOLA,1333,36.88563320287310180000,-121.83182706020799900000,0.200000,0.200000,
1333,21255,SANTA CLARA 4,1334,37.44332476512369820000,-122.04144860140999600000,0.780000,0.780000,
1334,21256,SANTA CLARA 5,1335,37.41859055135019930000,-121.97459909054200000000,2.300000,2.300000,
1335,21257,SAN JOSE 6,1336,37.41732192829110200000,-121.92908877154900400000,0.190000,0.190000,
1336,21258,SAN JOSE 7,1337,37.23124361530680200000,-121.84785854868700000000,0.470000,0.470000,
1337,21259,SOQUEL,1338,37.13289526861780130000,-121.84834015850199800000,0.150000,0.150000,
1338,21260,SUISUN CITY 1,1339,38.19254767176359880000,-121.86259732282799500000,0.390000,0.390000,
1339,21261,SUISUN CITY 2,1340,38.16743229327150290000,-122.01694846336499700000,0.730000,0.730000,
1340,21262,LOS GATOS 3,1341,37.15482359582779990000,-121.99744473661199600000,0.480000,0.480000,
1341,21263,LOS GATOS 4,1342,37.14323421239529920000,-122.01774640105600200000,0.470000,0.470000,
1342,21264,SAN JOSE 8,1343,37.20877527138890170000,-121.92068426947200500000,0.095000,0.095000,
1343,21265,SAN JOSE 9,1344,37.15851204654389760000,-122.02000430969499700000,0.880000,0.880000,
1344,21266,VACAVILLE 3,1345,38.29594867945279900000,-121.96707793536499800000,0.085000,0.085000,
1345,21267,VACAVILLE 4,1346,38.23482356886889730000,-122.01756154894299300000,0.150000,0.150000,
1346,21268,SAN JOSE 10,1347,37.42238178328280180000,-121.99576124844000400000,0.410000,0.410000,
1347,21269,SAN JOSE 11,1348,37.38710060872959670000,-121.99886398824899900000,0.280000,0.280000,
1348,21270,SAN RAMON 3,1349,37.72391898631700260000,-121.97210434153299700000,0.210000,0.210000,
1349,21271,SAN RAMON 4,1350,37.85515958029949960000,-121.99137377404200300000,0.420000,0.420000,
1350,21272,DUBLIN 1,1351,37.75921764314799840000,-121.94655697260600400000,0.120000,0.120000,
1351,21273,DUBLIN 2,1352,37.63367655668770340000,-121.97357305688800000000,0.100000,0.100000,
1352,21274,DANVILLE 3,1353,37.72550594425430150000,-121.93383760834400700000,0.100000,0.100000,
1353,21275,FREMONT 7,1354,37.45322982004100250000,-121.84163317232500400000,4.900000,4.900000,
1354,21276,FREMONT 8,1355,37.51209805746700000000,-121.90184038674499300000,1.600000,1.600000,
1355,21277,SAN JOSE 12,1356,37.31834762149379970000,-121.99455242979999500000,0.370000,0.370000,
1356,21278,PITTSBURG 1,1357,38.03347116204540160000,-121.87724872580200500000,0.440000,0.440000,
1357,21279,PITTSBURG 2,1358,38.07781710830349910000,-121.81820318243900700000,0.420000,0.420000,
1358,21280,PITTSBURG 3,1359,38.10640017438920070000,-121.91076272899400100000,0.470000,0.470000,
1359,21281,SAN JOSE 13,1360,37.33185884952720100000,-121.90668653169599600000,0.940000,0.940000,
1360,21282,SAN JOSE 14,1361,37.40756997721250340000,-121.90659703131700600000,0.770000,0.770000,
1361,21283,SAN JOSE 15,1362,37.30446634329069870000,-121.89966204438600500000,0.059000,0.059000,
1362,21284,SAN JOSE 16,1363,37.38495529632260170000,-121.92222308240199900000,0.190000,0.190000,
1363,21285,SAN JOSE 17,1364,37.32746303697359740000,-121.84500296147000100000,1.900000,1.900000,
1364,21286,SAN JOSE 18,1365,37.23569709152609870000,-121.87662327750599900000,0.120000,0.120000,
1365,21287,SAN JOSE 19,1366,37.32074083480880230000,-121.82977017441300000000,0.140000,0.140000,
1366,21288,SAN JOSE 20,1367,37.33177421726699660000,-121.86275171431799400000,0.800000,0.800000,
1367,21289,APTOS,1368,36.99952611378309800000,-121.81948859745800500000,0.950000,0.950000,
1368,21290,CLAYTON,1369,37.89501659512099960000,-121.97389941083700600000,0.280000,0.280000,
1369,21291,MILPITAS 1,1370,37.47315439635929830000,-121.82110853535799300000,0.016000,0.016000,
1370,21292,MILPITAS 2,1371,37.50535251777299810000,-121.87613125823899900000,0.150000,0.150000,
1371,21293,SAN JOSE 21,1372,37.41816220977690220000,-121.76983430823099800000,0.240000,0.240000,
1372,21294,PLEASANTON 1,1373,37.70346651695420090000,-121.85706504831499300000,0.440000,0.440000,
1373,21295,SAN JOSE 22,1374,37.42152601431639880000,-121.75393082334400700000,0.017000,0.017000,
1374,21296,SAN JOSE 23,1375,37.37729138755560140000,-121.83992363509699400000,0.960000,0.960000,
1375,21297,SAN JOSE 24,1376,37.18013377060260180000,-121.90180219023200400000,0.100000,0.100000,
1376,21298,SAN JOSE 25,1377,37.18552064217019650000,-121.83159409034199400000,0.092000,0.092000,
1377,21299,PLEASANTON 2,1378,37.69976220472069880000,-121.87683570478699800000,0.820000,0.820000,
1378,21300,PLEASANTON 3,1379,37.69891286051139900000,-121.93416659025099600000,0.073000,0.073000,
1379,21301,SAN JOSE 26,1380,37.28005021238529790000,-121.81023275464400500000,3.300000,3.300000,
1380,21302,SAN JOSE 27,1381,37.28324638321969790000,-121.81953294830400100000,0.087000,0.087000,
1381,21303,SAN JOSE 28,1382,37.38690593431510220000,-121.85411482641299600000,0.120000,0.120000,
1382,21304,SAN JOSE 29,1383,37.40955392116610060000,-121.92078656437900000000,0.560000,0.560000,
1383,21305,SAN JOSE 30,1384,37.17421768291399790000,-121.73684503297199900000,0.580000,0.580000,
1384,21306,SAN JOSE 31,1385,37.17895151258210260000,-121.90976845174499500000,0.210000,0.210000,
1385,21307,SAN JOSE 32,1386,37.31114873448250080000,-121.83221008314200200000,5.000000,5.000000,
1386,21308,SAN JOSE 33,1387,37.25298261574410220000,-121.77328587146000400000,0.340000,0.340000,
1387,21309,ANTIOCH 1,1388,37.97663478301640080000,-121.76804609550599400000,0.420000,0.420000,
1388,21310,ANTIOCH 2,1389,37.95645221591720290000,-121.86133786602999900000,0.290000,0.290000,
1389,21311,SAN JOSE 34,1390,37.27038825912819680000,-121.87357940842200300000,0.290000,0.290000,
1390,21312,SAN JOSE 35,1391,37.26426391698559830000,-121.88698018259799500000,0.150000,0.150000,
1391,21313,SAN JOSE 36,1392,37.40111757626119980000,-121.85685085794500500000,0.190000,0.190000,
1392,21314,SAN JOSE 37,1393,37.32442312737440200000,-121.79556147258300300000,4.600000,4.600000,
1393,21315,SAN JOSE 38,1394,37.27670351710259670000,-121.84850098332799500000,0.074000,0.074000,
1394,21316,SAN JOSE 39,1395,37.39158528912629720000,-121.68390490866400500000,0.093000,0.093000,
1395,21317,SAN JOSE 40,1396,37.28535273889539780000,-121.86577030482000300000,0.190000,0.190000,
1396,21318,ANTIOCH 3,1397,37.88870255227929820000,-121.79164740757299500000,0.370000,0.370000,
1397,21319,ANTIOCH 4,1398,38.00594201482500270000,-121.71110291167299500000,4.800000,4.800000,
1398,21320,DIXON,1399,38.43404271245979940000,-121.76759363737400600000,0.580000,0.580000,
1399,21321,LIVERMORE 1,1400,37.67793552159270120000,-121.75611559928400100000,0.820000,0.820000,
1400,21322,LIVERMORE 2,1401,37.79777534517390340000,-121.66124396015200700000,0.049000,0.049000,
1401,21323,SAN JOSE 41,1402,37.34432654583879700000,-121.74806672255499500000,0.470000,0.470000,
1402,21324,SAN JOSE 42,1403,37.40541573186509790000,-121.82913534165399500000,0.450000,0.450000,
1403,21325,SAN JOSE 43,1404,37.31808776153479810000,-121.77547766454100000000,0.100000,0.100000,
1404,21326,OAKLEY 1,1405,38.01421701958349790000,-121.59450179515299300000,2.100000,2.100000,
1405,21327,OAKLEY 2,1406,37.95579604498129810000,-121.68120883278800200000,0.100000,0.100000,
1406,21328,SAN JOSE 44,1407,37.30791175236259960000,-121.76243168679600600000,1.000000,1.000000,
1407,21329,DAVIS 3,1408,38.63018296747500100000,-121.68404306816600500000,0.260000,0.260000,
1408,21330,DAVIS 4,1409,38.58050456673419860000,-121.65151884843699300000,0.660000,0.660000,
1409,21331,BRENTWOOD 1,1410,37.98480763076349830000,-121.73257148054300100000,0.230000,0.230000,
1410,21332,BRENTWOOD 2,1411,37.90700547658489940000,-121.62084588489800300000,0.460000,0.460000,
1411,21333,TRACY 1,1412,37.80915591336300000000,-121.62469554260799500000,0.470000,0.470000,
1412,21334,SAN MARTIN,1413,37.03150014055319870000,-121.64063144743900600000,0.092000,0.092000,
1413,21335,MORGAN HILL 1,1414,37.24724579564990280000,-121.57178755461299600000,0.031000,0.031000,
1414,21336,MORGAN HILL 2,1415,37.27180332430619810000,-121.68679111468499300000,0.270000,0.270000,
1415,21337,DISCOVERY BAY,1416,37.90582145717049660000,-121.59707853065799600000,0.940000,0.940000,
1416,21338,LIVERMORE 3,1417,37.46256775566150310000,-121.49477848117300000000,0.055000,0.055000,
1417,21339,LIVERMORE 4,1418,37.55345725513350170000,-121.48527832557100200000,0.820000,0.820000,
1418,21340,GILROY 1,1419,37.08947740825060180000,-121.52772948923200200000,0.095000,0.095000,
1419,21341,GILROY 2,1420,37.02643606971039960000,-121.52476694280800000000,4.700000,4.700000,
1420,21342,TRACY 2,1421,37.65975420849819950000,-121.45381761116800600000,0.190000,0.190000,
1421,21343,TRACY 3,1422,37.74516068833619900000,-121.60849065860399800000,0.011000,0.011000,
1422,21344,STOCKTON 1,1423,38.07664820342390040000,-121.48163874246799300000,0.870000,0.870000,
1423,21345,STOCKTON 2,1424,38.07250864407850340000,-121.53366699001999500000,0.043000,0.043000,
1424,21346,ANTIOCH 5,1425,38.01694400000000230000,-121.76500000000000100000,0.200000,0.200000,
1425,21347,BIRDS LANDING 1,1426,38.11641500000000350000,-121.76903099999999800000,4.600000,4.600000,
1426,21348,PITTSBURG 4,1427,38.01689999999999970000,-121.84390000000000500000,0.450000,0.450000,
1427,21349,LIVERMORE 5,1428,37.73409999999999800000,-121.65160000000000200000,0.014000,0.014000,
1428,21350,ANTIOCH 6,1429,38.01749999999999830000,-121.75870000000000500000,0.170000,0.170000,
1429,21351,SANTA CLARA 6,1430,37.37669999999999960000,-121.95080000000000100000,0.110000,0.110000,
1430,21352,SAN JOSE 45,1431,37.24439999999999880000,-121.79630000000000200000,0.200000,0.200000,
1431,21353,STANFORD 2,1432,37.42984799999999980000,-122.17628399999999500000,0.900000,0.900000,
1432,21354,GILROY 3,1433,37.00010000000000330000,-121.53669999999999600000,0.018000,0.018000,
1433,21355,PITTSBURG 5,1434,38.03916799999999650000,-121.89446900000000100000,15.100000,15.100000,
1434,21356,PITTSBURG 6,1435,38.03007099999999950000,-121.87300399999999500000,0.330000,0.330000,
1435,21357,RODEO 1,1436,38.01805600000000140000,-122.23439999999999400000,0.130000,0.130000,
1436,21358,SUISUN CITY 3,1437,38.22675199999999760000,-121.84327100000000100000,0.910000,0.910000,
1437,21359,BYRON,1438,37.78916699999999910000,-121.60194400000000300000,0.180000,0.180000,
1438,21360,OAKLAND 19,1439,37.79675000000000300000,-122.28185000000000600000,0.170000,0.170000,
1439,21361,VACAVILLE 5,1440,38.39886700000000270000,-121.92397300000000400000,0.160000,0.160000,
1440,21362,ANTIOCH 7,1441,38.01442300000000070000,-121.79067899999999700000,0.066000,0.066000,
1441,21363,BIRDS LANDING 2,1442,38.13810000000000140000,-121.80530000000000300000,0.058000,0.058000,
1442,21364,BIRDS LANDING 3,1443,38.17110000000000270000,-121.84610000000000700000,0.140000,0.140000,
1443,21365,COYOTE,1444,37.22070000000000080000,-121.74569999999999900000,4.900000,4.900000,
1444,21366,BIRDS LANDING 4,1445,38.16944399999999860000,-121.84694399999999400000,0.130000,0.130000,
1445,21367,BENICIA 3,1446,38.07359999999999900000,-122.14109999999999400000,0.070000,0.070000,
1446,21368,MARTINEZ 3,1447,38.02440000000000000000,-122.05889999999999400000,0.150000,0.150000,
1447,21369,TRACY 4,1448,37.71070000000000280000,-121.49060000000000100000,0.200000,0.200000,
1448,21370,ALAMEDA 4,1449,37.78860000000000240000,-122.28889999999999800000,2.300000,2.300000,
1449,21371,BIRDS LANDING 5,1450,38.11666699999999960000,-121.82194400000000200000,0.430000,0.430000,
1450,21372,MARTINEZ 4,1451,38.01689999999999970000,-122.11169999999999900000,0.089000,0.089000,
1451,21373,SANTA CLARA 7,1452,37.36166699999999710000,-121.94361100000000400000,0.050000,0.050000,
1452,21374,CROCKETT,1453,38.05689999999999880000,-122.21609999999999700000,4.000000,4.000000,
1453,21375,HAYWARD 8,1454,37.63465999999999670000,-122.13380999999999700000,0.066000,0.066000,
1454,21376,SAN JOSE 46,1455,37.42499999999999720000,-121.93189999999999900000,0.170000,0.170000,
1455,21377,LIVERMORE 6,1456,37.79083299999999920000,-121.71805500000000700000,0.064000,0.064000,
1456,21378,GILROY 4,1457,36.99900000000000230000,-121.53629999999999700000,4.400000,4.400000,
1457,21379,EL SOBRANTE 2,1458,37.94180000000000060000,-122.39090000000000200000,0.054000,0.054000,
1458,21380,RODEO 2,1459,38.04169999999999870000,-122.25830000000000600000,0.180000,0.180000,
1459,21381,SANTA CLARA 8,1460,37.40100000000000340000,-121.96867000000000300000,0.021000,0.021000,
1460,21382,BIRDS LANDING 6,1461,38.13748799999999760000,-121.85534199999999300000,0.220000,0.220000,
1461,23000,PACIFIC GROVE,1462,36.63632369426240130000,-121.93674561327300400000,0.680000,0.680000,
1462,23001,CARMEL,1463,36.48065663904299780000,-121.82811544492000200000,3.000000,3.000000,
1463,23002,MONTEREY,1464,36.52999929595179650000,-121.82621373106600500000,0.570000,0.570000,
1464,23003,SEASIDE 2,1465,36.55364220589719790000,-121.78471083258899900000,0.470000,0.470000,
1465,23004,SEASIDE 3,1466,36.68462263184500220000,-121.73575737706599400000,0.061000,0.061000,
1466,23005,MARINA,1467,36.74896100907250230000,-121.76907133646599800000,0.240000,0.240000,
1467,23006,WATSONVILLE 1,1468,36.89606205712620120000,-121.69247135919999900000,1.900000,1.900000,
1468,23007,WATSONVILLE 2,1469,37.02990461150439930000,-121.69243190828299800000,0.160000,0.160000,
1469,23008,WATSONVILLE 3,1470,36.92949255253429900000,-121.74750970594900000000,2.500000,2.500000,
1470,23009,SALINAS 1,1471,36.76737468594180310000,-121.65838850606600400000,0.094000,0.094000,
1471,23010,CARMEL VALLEY,1472,36.36050777072559730000,-121.58602661172899700000,0.170000,0.170000,
1472,23011,SALINAS 2,1473,36.75992455083609660000,-121.58436153643100400000,3.600000,3.600000,
1473,23012,SALINAS 3,1474,36.71649838424789890000,-121.67501536686700100000,0.800000,0.800000,
1474,23013,SALINAS 4,1475,36.64829372082449770000,-121.52580908089200300000,0.990000,0.990000,
1475,23014,SALINAS 5,1476,36.68513331795080030000,-121.67654030268499800000,0.095000,0.095000,
1476,23015,SALINAS 6,1477,36.67835868484920070000,-121.57702170663000600000,0.190000,0.190000,
1477,23016,TRACY 5,1478,37.75101734076930170000,-121.34474181072600600000,0.360000,0.360000,
1478,23017,TRACY 6,1479,37.70168619948309900000,-121.35783372387699300000,0.230000,0.230000,
1479,23018,STOCKTON 3,1480,38.01038786400619780000,-121.51302653305700100000,0.720000,0.720000,
1480,23019,STOCKTON 4,1481,37.89483185251030050000,-121.46475064096999600000,0.560000,0.560000,
1481,23020,TRACY 7,1482,37.76556119509889700000,-121.38973377110899300000,0.230000,0.230000,
1482,23021,GREENFIELD,1483,36.28572157810619810000,-121.35094836093600200000,0.710000,0.710000,
1483,23022,LODI 1,1484,38.08325830991859820000,-121.43209160307900200000,0.740000,0.740000,
1484,23023,STOCKTON 5,1485,38.09386072435619750000,-121.28934976546600000000,0.580000,0.580000,
1485,23024,HOLLISTER 1,1486,36.89999221281990320000,-121.39236058892599600000,0.190000,0.190000,
1486,23025,HOLLISTER 2,1487,36.90032272793280300000,-121.42285713640400500000,0.480000,0.480000,
1487,23026,SOLEDAD 1,1488,36.46442203127840290000,-121.24427644306699400000,0.110000,0.110000,
1488,23027,SOLEDAD 2,1489,36.44587827703109890000,-121.42084560052200000000,0.690000,0.690000,
1489,23028,STOCKTON 6,1490,37.88759274433370190000,-121.37108880920500600000,3.400000,3.400000,
1490,23029,STOCKTON 7,1491,38.05796412141430100000,-121.29907009057599500000,0.044000,0.044000,
1491,23030,STOCKTON 8,1492,38.03199969636359870000,-121.25012323785000500000,0.470000,0.470000,
1492,23031,STOCKTON 9,1493,38.01972093042680000000,-121.37381194841300700000,0.047000,0.047000,
1493,23032,STOCKTON 10,1494,37.97411634752960200000,-121.38901789405299800000,0.012000,0.012000,
1494,23033,LATHROP 1,1495,37.76621830099669810000,-121.23082438634699500000,0.300000,0.300000,
1495,23034,STOCKTON 11,1496,37.97116159754190080000,-121.24242781521199700000,4.900000,4.900000,
1496,23035,STOCKTON 12,1497,37.96116872740760330000,-121.28708577455600400000,0.660000,0.660000,
1497,23036,MANTECA 1,1498,37.70748027422960290000,-121.23860984254200400000,1.400000,1.400000,
1498,23037,MANTECA 2,1499,37.73037390262520320000,-121.21022710878500600000,0.140000,0.140000,
1499,23038,ACAMPO,1500,38.17130693206269850000,-121.28531415121399600000,0.360000,0.360000,
1500,23039,STOCKTON 13,1501,38.07533670758029840000,-121.23811512886500400000,1.600000,1.600000,
1501,23040,PATTERSON 1,1502,37.50989167710500280000,-121.18248742973000300000,0.390000,0.390000,
1502,23041,PATTERSON 2,1503,37.38420557440660020000,-121.23011085361099500000,0.930000,0.930000,
1503,23042,MANTECA 3,1504,37.83428859937839660000,-121.18147126493700200000,0.460000,0.460000,
1504,23043,MANTECA 4,1505,37.90517152675840150000,-121.15762173347700100000,0.180000,0.180000,
1505,23044,NEWMAN,1506,37.24023465434930100000,-121.12045441965000200000,0.460000,0.460000,
1506,23045,STOCKTON 14,1507,38.00161669483409810000,-121.17839596352099800000,0.340000,0.340000,
1507,23046,LODI 2,1508,38.20276629883600350000,-121.07919859960100000000,0.600000,0.600000,
1508,23047,LODI 3,1509,38.09577294672320140000,-121.19382190783599600000,0.063000,0.063000,
1509,23048,RIPON 1,1510,37.66368484260620160000,-121.06109146093700700000,3.000000,3.000000,
1510,23049,MODESTO 1,1511,37.56604425414560210000,-121.05058877008900700000,0.620000,0.620000,
1511,23050,MODESTO 2,1512,37.59420970717920340000,-121.01193813173999600000,0.076000,0.076000,
1512,23051,MODESTO 3,1513,37.67218440475040350000,-120.93913506319100300000,0.110000,0.110000,
1513,23052,KING CITY 1,1514,36.17086321000230240000,-120.98153820955900500000,0.140000,0.140000,
1514,23053,MODESTO 4,1515,37.69334831151049770000,-121.10560373235999500000,0.610000,0.610000,
1515,23054,MODESTO 5,1516,37.76331136767149840000,-121.06427547296999600000,0.092000,0.092000,
1516,23055,ESCALON,1517,37.87223308336370310000,-121.04315421372200500000,0.480000,0.480000,
1517,23056,MODESTO 6,1518,37.68091463713619760000,-120.96918707414700100000,0.130000,0.130000,
1518,23057,MODESTO 7,1519,37.56013168572120260000,-120.97076667229799800000,0.790000,0.790000,
1519,23058,IONE 3,1520,38.26988218342390270000,-120.93333471163599300000,0.560000,0.560000,
1520,23059,CERES 1,1521,37.56707802815650150000,-120.90274592025500100000,0.300000,0.300000,
1521,23060,CERES 2,1522,37.52940696346040280000,-120.90120757168399700000,0.710000,0.710000,
1522,23061,MODESTO 8,1523,37.61030252560900070000,-120.91637570157900000000,0.910000,0.910000,
1523,23062,MODESTO 9,1524,37.63349715047589680000,-121.02910095540700300000,0.790000,0.790000,
1524,23063,RIVERBANK,1525,37.63107805064999670000,-120.88979975300100000000,0.380000,0.380000,
1525,23064,HILMAR,1526,37.34526318237099930000,-120.96251448019299400000,0.150000,0.150000,
1526,23065,TURLOCK 1,1527,37.55642956861230180000,-120.87945361771099300000,0.140000,0.140000,
